GP_Type,Contract_Type,Country,Practice_Type,Gender,Age,Rurality,Region,Practice_Registered_Patients,Weekly Working Hours,Range_of_Gross_Earnings_from_Self_Employment_£,Range_of_Total_Expenses_from_Self_Employment_£,Range_of_Income_Before_Tax_from_Self_Employment_£,Range_of_Total_Income_Before_Tax_£,Sample Count,Estimated Population,Average SE Gross Earnings,Average SE Expenses,Average SE Income Before Tax,Average Emp Gross Earnings,Average Emp Expenses,Average Emp Income Before Tax,Average Tot Gross Earnings,Average Tot Expenses,Average Tot Income Before Tax,EER,Income Before Tax Standard Error,Median Income Before Tax,Average Total Expenses,Average Office and General Business,Average Premises,Average Employee,Average Car and Travel,Average Interest,Average Other,Average Net Capital Allowances,%Zero Office and General Business,%Zero Premises,%Zero Employee,%Zero Car and Travel,%Zero Interest,%Zero Other,%Zero Net Capital Allowances,Count_of_GPs,Percentage_of_GPs_%,Cumulative_Percentage_of_GPs_%,GE Median,GE Q1,GE Q3,GE D1,GE D9,TE Median,IBT Q1,IBT Q3,IBT D1,IBT D9
Combined,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,6350,11600,,,,,,,351700,236400,115300,67.2,527,105600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,4750,8350,,,,,,,406200,280000,126200,68.9,645,114900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,All,>=60,All,All,All,All,,,,,1600,2800,,,,,,,364800,244700,120100,67.1,1363,102300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,Male,All,All,All,All,All,,,,,7400,13450,,,,,,,416400,281900,134500,67.7,531,124100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,Male,<40,All,All,All,All,,,,,1550,3050,,,,,,,265300,155000,110300,58.4,968,99700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,Male,>=40<50,All,All,All,All,,,,,2550,4550,,,,,,,466700,324100,142600,69.4,911,132600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,Male,>=50<60,All,All,All,All,,,,,2250,3950,,,,,,,486600,339200,147400,69.7,1052,135300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,Male,>=60,All,All,All,All,,,,,1100,1900,,,,,,,392100,265000,127100,67.6,1687,111400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,Female,All,All,All,All,All,,,,,9300,18350,,,,,,,248500,156300,92300,62.9,344,80300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,Female,<40,All,All,All,All,,,,,2500,6000,,,,,,,142700,69700,73000,48.8,511,65700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,Female,>=40<50,All,All,All,All,,,,,3800,7050,,,,,,,277500,179900,97600,64.8,600,87200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,Female,>=50<60,All,All,All,All,,,,,2500,4400,,,,,,,333900,226700,107100,67.9,727,98100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,England,All,Female,>=60,All,All,All,All,,,,,500,900,,,,,,,307100,201700,105400,65.7,2247,86000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Wales,All,All,All,All,All,All,All,,,,,1050,1950,,,,,,,273000,169100,103900,62,976,101800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Wales,All,All,All,All,All,"Fewer than 5,000",All,,,,,100,150,,,,,,,270900,172000,98900,63.5,3151,92200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Wales,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,550,950,,,,,,,273000,172500,100400,63.2,1404,95100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Wales,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,300,550,,,,,,,280800,166800,114000,59.4,1761,113500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Wales,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,150,250,,,,,,,262000,162600,99400,62.1,2981,94200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Wales,All,All,All,All,All,"20,000 and over",All,,,,,50,50,,,,,,,223700,127500,96200,57,11833,62900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Wales,All,All,All,Rural,All,All,All,,,,,350,600,,,,,,,306800,197000,109800,64.2,1492,108600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Wales,All,All,All,Urban,All,All,All,,,,,700,1300,,,,,,,257500,156400,101100,60.7,1248,97600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Wales,All,All,<40,All,All,All,All,,,,,300,550,,,,,,,210000,116000,94000,55.2,1837,89800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Wales,All,All,>=40<50,All,All,All,All,,,,,400,700,,,,,,,285000,180300,104700,63.3,1468,104300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Wales,All,All,>=50<60,All,All,All,All,,,,,300,500,,,,,,,320500,209500,111100,65.4,1913,109100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Wales,All,All,>=60,All,All,All,All,,,,,100,150,,,,,,,295800,182300,113400,61.6,3906,116200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Wales,All,Male,All,All,All,All,All,,,,,450,800,,,,,,,332500,208200,124300,62.6,1465,122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Wales,All,Male,<40,All,All,All,All,,,,,100,200,,,,,,,274100,152500,121600,55.6,2526,117100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Wales,All,Male,>=40<50,All,All,All,All,,,,,150,250,,,,,,,352200,226000,126200,64.2,2486,120900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Wales,All,Male,>=50<60,All,All,All,All,,,,,150,250,,,,,,,363600,238900,124700,65.7,2757,122100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Wales,All,Male,>=60,All,All,All,All,,,,,50,100,,,,,,,310700,187900,122800,60.5,4979,128100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Wales,All,Female,All,All,All,All,All,,,,,600,1150,,,,,,,232200,142300,89900,61.3,1134,86600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Wales,All,Female,<40,All,All,All,All,,,,,200,400,,,,,,,180000,99000,81100,55,2038,72800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Wales,All,Female,>=40<50,All,All,All,All,,,,,250,450,,,,,,,245800,153600,92200,62.5,1583,89300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Wales,All,Female,>=50<60,All,All,All,All,,,,,150,250,,,,,,,281100,182500,98600,64.9,2467,95100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Wales,All,Female,>=60,All,All,All,All,,,,,50,50,,,,,,,261700,169500,92200,64.8,4973,87300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Scotland,All,All,All,All,All,All,All,,,,,2550,3950,,,,,,,236800,126100,110800,53.2,563,107400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Scotland,All,All,All,All,All,"Fewer than 5,000",All,,,,,550,800,,,,,,,236200,131200,105000,55.6,1156,100500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Scotland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,1250,2000,,,,,,,229900,121200,108700,52.7,748,106800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,550,850,,,,,,,250000,130300,119700,52.1,1372,117200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,150,200,,,,,,,247000,135900,111100,55,2501,115300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Scotland,All,All,All,All,All,"20,000 and over",All,,,,,50,100,,,,,,,248900,124300,124600,49.9,6668,96300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Scotland,All,All,All,Rural,All,All,All,,,,,1450,2250,,,,,,,244100,132700,111400,54.4,727,109400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Scotland,All,All,All,Urban,All,All,All,,,,,1050,1700,,,,,,,227200,117200,109900,51.6,908,104200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,700,1200,,,,,,,179300,85000,94300,47.4,944,90600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,950,1450,,,,,,,253200,137900,115300,54.5,937,112200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,750,1150,,,,,,,274200,152300,121800,55.6,921,116900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,100,150,,,,,,,262400,145400,117100,55.4,2480,117900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Scotland,All,Male,All,All,All,All,All,,,,,1050,1550,,,,,,,281300,151300,130000,53.8,871,127800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Scotland,All,Male,<40,All,All,All,All,,,,,250,350,,,,,,,231000,117300,113700,50.8,1514,113600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Scotland,All,Male,>=40<50,All,All,All,All,,,,,350,550,,,,,,,294100,158300,135800,53.8,1569,132200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Scotland,All,Male,>=50<60,All,All,All,All,,,,,350,500,,,,,,,308900,170900,138100,55.3,1383,136300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Scotland,All,Male,>=60,All,All,All,All,,,,,100,100,,,,,,,259800,140900,118900,54.2,3050,114900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Scotland,All,Female,All,All,All,All,All,,,,,1500,2450,,,,,,,208600,110000,98600,52.7,650,96200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Scotland,All,Female,<40,All,All,All,All,,,,,450,850,,,,,,,157300,71300,86000,45.3,1075,81600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Scotland,All,Female,>=40<50,All,All,All,All,,,,,600,900,,,,,,,228000,125300,102700,55,1033,100300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Scotland,All,Female,>=50<60,All,All,All,All,,,,,450,650,,,,,,,246300,137500,108900,55.8,1104,106200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Scotland,All,Female,>=60,All,All,All,All,,,,,50,50,,,,,,,268600,156100,112500,58.1,4095,118800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Northern Ireland,All,All,All,All,All,All,All,,,,,1000,1400,,,,,,,223000,123300,99700,55.3,837,95200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Northern Ireland,All,All,All,All,All,"Fewer than 5,000",All,,,,,200,300,,,,,,,215800,125600,90100,58.2,1967,83100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Northern Ireland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,600,850,,,,,,,222100,121000,101200,54.5,1028,97000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Northern Ireland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,200,250,,,,,,,234400,128500,105900,54.8,2000,102900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Northern Ireland,All,All,All,Rural,All,All,All,,,,,200,300,,,,,,,227000,125200,101800,55.1,2044,95800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Northern Ireland,All,All,All,Urban,All,All,All,,,,,750,1050,,,,,,,221800,122800,99100,55.3,907,95100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Northern Ireland,All,All,<40,All,All,All,All,,,,,300,500,,,,,,,162400,80600,81800,49.6,1252,77000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Northern Ireland,All,All,>=40<50,All,All,All,All,,,,,350,500,,,,,,,244300,140300,104000,57.4,1170,99800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Northern Ireland,All,All,>=50<60,All,All,All,All,,,,,250,350,,,,,,,270500,155100,115400,57.3,1676,108500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Northern Ireland,All,All,>=60,All,All,All,All,,,,,50,100,,,,,,,252400,139700,112700,55.3,2754,105200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Northern Ireland,All,Male,All,All,All,All,All,,,,,400,550,,,,,,,277700,156800,120900,56.5,1222,116500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Northern Ireland,All,Male,<40,All,All,All,All,,,,,100,150,,,,,,,211300,110900,100500,52.5,1907,100700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Northern Ireland,All,Male,>=40<50,All,All,All,All,,,,,150,200,,,,,,,302300,173300,129000,57.3,1747,126200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Northern Ireland,All,Male,>=50<60,All,All,All,All,,,,,100,150,,,,,,,315900,182800,133100,57.9,2453,129700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Northern Ireland,All,Male,>=60,All,All,All,All,,,,,50,50,,,,,,,257700,145200,112400,56.4,3309,107200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Northern Ireland,All,Female,All,All,All,All,All,,,,,600,850,,,,,,,188800,102400,86400,54.2,921,84600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Northern Ireland,All,Female,<40,All,All,All,All,,,,,200,350,,,,,,,143300,68800,74500,48,1393,70200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Northern Ireland,All,Female,>=40<50,All,All,All,All,,,,,250,300,,,,,,,210500,121000,89500,57.5,1202,89300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Northern Ireland,All,Female,>=50<60,All,All,All,All,,,,,150,200,,,,,,,231200,131100,100100,56.7,1953,97700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GPMS,Northern Ireland,All,Female,>=60,All,All,All,All,,,,,50,50,,,,,,,238400,125000,113400,52.4,4910,105200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,All,All,All,All,All,All,,,,,12050,22900,,,,,,,325400,213700,111700,65.7,368,99700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,All,All,All,All,"Fewer than 5,000",All,,,,,1000,1850,,,,,,,317400,207100,110200,65.3,1402,99000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,4100,7700,,,,,,,325900,213200,112700,65.4,705,100700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,3750,7100,,,,,,,321600,209000,112600,65,707,102100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,1700,3250,,,,,,,317500,207400,110100,65.3,1097,98000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,1550,2950,,,,,,,347000,237500,109500,68.4,1221,93400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,All,All,All,East of England,All,All,,,,,1550,3000,,,,,,,356700,241500,115200,67.7,1130,105400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,All,All,All,London,All,All,,,,,1300,2500,,,,,,,301300,188000,113300,62.4,1382,95600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,All,All,All,Midlands,All,All,,,,,2900,5500,,,,,,,330300,215300,115000,65.2,861,101100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,All,All,All,North East and Yorkshire,All,All,,,,,1350,2550,,,,,,,322900,213600,109300,66.2,1126,98700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,All,All,All,North West,All,All,,,,,1650,3050,,,,,,,323200,209600,113600,64.8,1151,104700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,All,All,All,South East of England,All,All,,,,,2300,4350,,,,,,,321000,210500,110500,65.6,925,97800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,All,All,All,South West of England,All,All,,,,,1000,1950,,,,,,,310900,213300,97700,68.6,1119,89700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,All,All,Rural,All,All,All,,,,,2250,4400,,,,,,,381000,264700,116300,69.5,955,105400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,All,All,Urban,All,All,All,,,,,9800,18500,,,,,,,312200,201600,110600,64.6,417,98600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,All,<40,All,All,All,All,,,,,2850,6300,,,,,,,191600,104400,87200,54.5,612,76600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,All,>=40<50,All,All,All,All,,,,,4600,8400,,,,,,,357500,240500,117000,67.3,628,108000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,All,>=50<60,All,All,All,All,,,,,3450,6150,,,,,,,405700,279000,126700,68.8,757,116300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,All,>=60,All,All,All,All,,,,,1150,2050,,,,,,,365400,245000,120400,67.1,1618,104000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,Male,All,All,All,All,All,,,,,5450,9900,,,,,,,418500,282700,135700,67.6,636,126000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,Male,<40,All,All,All,All,,,,,1150,2250,,,,,,,269900,158100,111800,58.6,1139,101300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,Male,>=40<50,All,All,All,All,,,,,1900,3350,,,,,,,472000,327200,144800,69.3,1091,134800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,Male,>=50<60,All,All,All,All,,,,,1650,2900,,,,,,,482800,335600,147200,69.5,1217,135700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,Male,>=60,All,All,All,All,,,,,800,1400,,,,,,,392700,264300,128400,67.3,2006,112300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,Female,All,All,All,All,All,,,,,6600,12950,,,,,,,254300,161000,93300,63.3,416,81800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,Female,<40,All,All,All,All,,,,,1700,4050,,,,,,,148500,74800,73700,50.4,633,65700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,Female,>=40<50,All,All,All,All,,,,,2700,5050,,,,,,,281200,182700,98500,65,686,89900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,Female,>=50<60,All,All,All,All,,,,,1800,3200,,,,,,,335500,227400,108100,67.8,860,98900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,England,All,Female,>=60,All,All,All,All,,,,,350,650,,,,,,,306400,203400,103000,66.4,2619,85700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Wales,All,All,All,All,All,All,All,,,,,1050,1950,,,,,,,273000,169100,103900,62,976,101800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Wales,All,All,All,All,All,"Fewer than 5,000",All,,,,,100,150,,,,,,,270900,172000,98900,63.5,3151,92200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Wales,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,550,950,,,,,,,273000,172500,100400,63.2,1404,95100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Wales,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,300,550,,,,,,,280800,166800,114000,59.4,1761,113500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Wales,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,150,250,,,,,,,262000,162600,99400,62.1,2981,94200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Wales,All,All,All,All,All,"20,000 and over",All,,,,,50,50,,,,,,,223700,127500,96200,57,11833,62900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Wales,All,All,All,Rural,All,All,All,,,,,350,600,,,,,,,306800,197000,109800,64.2,1492,108600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Wales,All,All,All,Urban,All,All,All,,,,,700,1300,,,,,,,257500,156400,101100,60.7,1248,97600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Wales,All,All,<40,All,All,All,All,,,,,300,550,,,,,,,210000,116000,94000,55.2,1837,89800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Wales,All,All,>=40<50,All,All,All,All,,,,,400,700,,,,,,,285000,180300,104700,63.3,1468,104300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Wales,All,All,>=50<60,All,All,All,All,,,,,300,500,,,,,,,320500,209500,111100,65.4,1913,109100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Wales,All,All,>=60,All,All,All,All,,,,,100,150,,,,,,,295800,182300,113400,61.6,3906,116200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Wales,All,Male,All,All,All,All,All,,,,,450,800,,,,,,,332500,208200,124300,62.6,1465,122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Wales,All,Male,<40,All,All,All,All,,,,,100,200,,,,,,,274100,152500,121600,55.6,2526,117100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Wales,All,Male,>=40<50,All,All,All,All,,,,,150,250,,,,,,,352200,226000,126200,64.2,2486,120900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Wales,All,Male,>=50<60,All,All,All,All,,,,,150,250,,,,,,,363600,238900,124700,65.7,2757,122100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Wales,All,Male,>=60,All,All,All,All,,,,,50,100,,,,,,,310700,187900,122800,60.5,4979,128100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Wales,All,Female,All,All,All,All,All,,,,,600,1150,,,,,,,232200,142300,89900,61.3,1134,86600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Wales,All,Female,<40,All,All,All,All,,,,,200,400,,,,,,,180000,99000,81100,55,2038,72800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Wales,All,Female,>=40<50,All,All,All,All,,,,,250,450,,,,,,,245800,153600,92200,62.5,1583,89300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Wales,All,Female,>=50<60,All,All,All,All,,,,,150,250,,,,,,,281100,182500,98600,64.9,2467,95100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Wales,All,Female,>=60,All,All,All,All,,,,,50,50,,,,,,,261700,169500,92200,64.8,4973,87300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Scotland,All,All,All,All,All,All,All,,,,,2200,3500,,,,,,,234500,124100,110400,52.9,605,106900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Scotland,All,All,All,All,All,"Fewer than 5,000",All,,,,,450,750,,,,,,,238600,132900,105700,55.7,1245,101500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Scotland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,1150,1850,,,,,,,229600,120900,108700,52.7,795,106600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,450,700,,,,,,,244700,125700,119000,51.4,1500,115500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,100,150,,,,,,,236100,127100,109000,53.8,2884,112200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Scotland,All,All,All,All,All,"20,000 and over",All,,,,,50,50,,,,,,,202100,79800,122300,39.5,9824,98100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Scotland,All,All,All,Rural,All,All,All,,,,,1300,2000,,,,,,,241300,130500,110800,54.1,771,109100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Scotland,All,All,All,Urban,All,All,All,,,,,900,1500,,,,,,,225200,115300,109900,51.2,992,103800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Scotland,All,All,<40,All,All,All,All,,,,,600,1050,,,,,,,176100,83200,92900,47.3,985,90200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,800,1250,,,,,,,248300,133500,114800,53.8,1023,111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,650,1000,,,,,,,274200,151900,122400,55.4,974,116800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Scotland,All,All,>=60,All,All,All,All,,,,,100,150,,,,,,,266800,149000,117700,55.9,2673,118500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Scotland,All,Male,All,All,All,All,All,,,,,900,1350,,,,,,,277400,148000,129300,53.4,933,127500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Scotland,All,Male,<40,All,All,All,All,,,,,200,300,,,,,,,225600,112800,112800,50,1606,113800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Scotland,All,Male,>=40<50,All,All,All,All,,,,,300,500,,,,,,,285100,150600,134500,52.8,1720,130300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Scotland,All,Male,>=50<60,All,All,All,All,,,,,300,450,,,,,,,306900,169500,137300,55.2,1434,134800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combined,GMS,Scotland,All,Male,>=60,All,All,All,All,,,,,50,100,,,,,,,268200,148100,120100,55.2,3301,118500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
